Order_ID,Customer_ID,Customer_Name,Email,Phone,Movie_Title,Theatre,City,Show_Date,Show_Time,Booking_Date,Seat_Type,Quantity,Price,Discount,Total_Amount,Payment_Mode,Payment_Status,Booking_Channel,Seat_Numbers,Feedback_Score,Remarks,Sales_Agent,Is_Refunded,Booking_ID,Screen,Ticket_Type,Promo_Code,Loyalty_Points
ORD101689,CUST93887,,user554@example.com,12345,House of Tricks,PVR Phoenix,Hyderabad,20-12-2024,13:45,12-12-2024,,,909.68,-5,,Cash,,Box Office,,5,VIP guest,,TRUE,BKG87280,Screen 2,Combo,,10
ORD105961,CUST12407,,user206@example.com,98765 43210,Midnight Sonata,Grand Theatre,Ahmedabad,18-10-2019,13:15,19-09-2019,Premium,2,1200.87,5,2281.65,,,Box Office,"A7,C17",,Late arrival,Agent A,TRUE,BKG88727,Screen 1,Single,save10,50
ORD108887,CUST97650,Priya Singh,priya650@example.com,12345,The Last Frontier,Regal Cinema,Mumbai,04-04-2020,23:00,10-03-2020,Balcony,3,-50,,-140,Online,Paid,third party,"A28,A23,A14",5,Cancelled,Agent B,TRUE,BKG31465,,Family,save10,50
ORD103946,CUST82018,,user98example.com,12345,Broken Strings,PVR Phoenix,Pune,07-01-2022,16:00,01-01-2022,Regular,3,472.92,25,1074.06,,Pending,,"C25,B30,B4",6,Cancelled,,,BKG90152,Screen 3,Family,FREESNACK,0
ORD107966,CUST2418,Amit Sharma,,9.18666E+11,Hidden Truths,Inox Mall,Chennai,19-02-2024,23:30,19-02-2024,premium ,0,461.57,10,,UPI,Pending,Box Office,,-1,,Agent B,FALSE,BKG93878,Screen 3,Combo,FREESNACK,50
ORD109356,CUST50108,John Doe,john577@example.com,12345,Broken Strings,Grand Theatre,Mumbai,16-07-2019,23:30,29-06-2019,VIP,-1,,10,,card,Paid,third party,,6,VIP guest,Agent B,FALSE,BKG44803,Screen 1,,NEW50,50
ORD109289,CUST81982,,user670@example.com,,The Last Frontier,Inox Mall,Kolkata,02-09-2025,20:45,22-08-2025,Premium,3,656.78,25,1457.76,Online,Paid,,"B14,B12,C20",-1,,Agent B,FALSE,BKG18115,Screen 3,Family,save10,0
ORD105938,CUST70738,John Doe,john309@example.com,,Space Riders,Regal Cinema,Bengaluru,20-12-2019,13:00,28-11-2019,premium ,2,1276.27,15,2149.66,Card,,online,"A30,B17",,,Agent C,FALSE,BKG73735,Screen 2,,,50
ORD104052,CUST92127,John Doe,john10@example.com,,Ocean's Whisper,,Delhi,12-12-2020,20:30,13-11-2020,,4,1475.28,10,5311.01,,Failed,online,"A14,A4,B19,C23",4,Late arrival,,TRUE,BKG43995,Screen 2,Single,save10,200
ORD105382,CUST36697,,user986@example.com,,The Silent Echo,PVR Phoenix,Chennai,02-10-2020,23:30,21-09-2020,Regular,,1024.63,0,,Cahs,Paid,online,,2,VIP guest,Agent C,FALSE,BKG92515,Screen 1,Family,save10,
ORD104953,CUST46400,Priya Singh,priya700@example.com,9.17558E+11,Midnight Sonata,Inox Mall,,26-02-2023,23:45,25-02-2023,Regular,3,263.89,,791.67,Online,Failed,,"C2,C29,B3",-1,,Agent B,FALSE,BKG39963,Screen 1,Family,FREESNACK,100
ORD103304,CUST82625,,user95@example.com,98765 43210,Midnight Sonata,,Ahmedabad,04-04-2020,16:00,28-03-2020,Reguler,1,561.73,5,513.65,card,Pending,Online,C13,5,,,FALSE,BKG51839,Screen 1,Single,,200
ORD101090,CUST66661,Sangeetha K,sangeetha491@example.com,12345,Midnight Sonata,,Chennai,10-08-2023,13:30,13-07-2023,Premium,4,821.73,10,2968.24,Online,,,"B29,B20,B26,B24",,,,FALSE,BKG43984,Screen 3,,NEW50,10
ORD107436,CUST54130,John Doe,john102@example.com,98765 43210,Hidden Truths,PVR Phoenix,Hyderabad,19-08-2021,14:00,27-07-2021,Regular,3,963.37,10,2601.1,Online,,Box Office,"B27,C10,C5",,Late arrival,Agent B,FALSE,BKG12442,,,,200
ORD102718,CUST70005,Priya Singh,priya980@example.com,9.16593E+11,The Silent Echo,Inox Mall,Chennai,07-01-2022,19:30,10-12-2021,Balcony,-1,663.94,15,,,Pending,Third-Party,,-1,,,FALSE,BKG77488,Screen 3,Single,save10,10
ORD100588,CUST92283,Ravi Kumar,ravi888@example.com,,Final Alarm,Cinepolis Plaza,Bengaluru,18-02-2023,13:15,09-02-2023,Balcony,,865.98,15,,UPI,Failed,Third-Party,,1,,,,BKG58159,Screen 3,,,200
ORD100660,CUST97506,,,,Broken Strings,Regal Cinema,Delhi,27-06-2019,15:30,01-06-2019,Regular,-1,690.58,5,,,Failed,Box Office,,2,,Agent B,FALSE,BKG63706,Screen 1,,NEW50,10
ORD100004,CUST45587,Amit Sharma,amit162@example.com,12345,Final Alarm,Inox Mall,,11-03-2020,22:30,14-02-2020,Reguler,2,242.06,50,242.06,card,Paid,third party,"B16,A4",,VIP guest,Agent B,TRUE,BKG84364,Screen 1,Single,save10,
ORD107597,CUST60365,Amit Sharma,amit226@example.com,98765 43210,Love & Pixels,PVR Phoenix,Pune,26-08-2019,23:30,16-08-2019,VIP,2,954.43,10,1717.97,Online,Paid,Box Office,"B6,C16",4,Cancelled,Agent C,FALSE,BKG36931,Screen 2,Single,,50
ORD109327,CUST66940,Priya Singh,priya119@example.com,98765 43210,The Last Frontier,Inox Mall,Ahmedabad,11-03-2020,18:30,07-03-2020,VIP,-1,534.77,-5,,Cash,,Online,,1,,Agent B,,BKG23470,Screen 2,Combo,,
ORD105146,CUST55785,Amit Sharma,amit144@example.com,9.18139E+11,Ocean's Whisper,Regal Cinema,Ahmedabad,01-12-2020,17:15,28-11-2020,Regular,,-50,5,,Cash,Paid,Online,,6,Cancelled,Agent A,TRUE,BKG58834,Screen 1,,,200
ORD100784,CUST54082,,user518@example.com,,Ocean's Whisper,Inox Mall,,04-04-2019,22:15,05-03-2019,premium ,4,147.28,10,530.19,card,,,"A6,A30,C26,C20",1,VIP guest,Agent A,TRUE,BKG81673,Screen 1,Combo,save10,200
ORD101309,CUST76118,Sangeetha K,sangeetha986@example.com,,House of Tricks,Cinepolis Plaza,Chennai,04-07-2025,22:00,16-06-2025,Balcony,,849.07,,,Online,Pending,Online,,1,Cancelled,Agent B,FALSE,BKG25482,Screen 1,Family,NEW50,50
ORD108463,CUST31641,Sangeetha K,sangeetha661@example.com,,Love & Pixels,PVR Phoenix,Hyderabad,05-02-2023,12:00,15-01-2023,Premium,0,1451.7,10,,Cahs,Pending,Third-Party,,2,Cancelled,,FALSE,BKG32045,Screen 1,,NEW50,0
ORD104286,CUST33289,,user484@example.com,98765 43210,Ocean's Whisper,Grand Theatre,Hyderabad,13-06-2024,19:00,03-06-2024,Reguler,-1,632.82,10,,card,Paid,,,4,,Agent A,TRUE,BKG76195,Screen 3,Family,,10
ORD102932,CUST20609,,user541@example.com,9.18515E+11,Hidden Truths,Grand Theatre,,06-01-2019,11:30,17-12-2018,VIP,2,743.1,25,1094.66,,Failed,online,"C4,A9",5,,,FALSE,BKG92305,Screen 2,,,50
ORD102326,CUST67082,Amit Sharma,amit500@example.com,,Space Riders,Inox Mall,Hyderabad,14-02-2023,16:30,12-02-2023,Regular,2,135.16,10,243.29,Card,Paid,Box Office,"C17,C14",2,,,FALSE,BKG71900,Screen 1,Family,NEW50,200
ORD109827,CUST39623,,user272@example.com,98765 43210,The Silent Echo,Inox Mall,Chennai,13-08-2022,20:45,29-07-2022,Reguler,1,985.4,0,995.4,Online,Paid,Online,B6,3,VIP guest,Agent A,FALSE,BKG52740,Screen 2,,NEW50,0
ORD102461,CUST52231,Priya Singh,priya988@example.com,12345,Ocean's Whisper,,Ahmedabad,08-06-2024,10:00,30-05-2024,premium ,,654.58,10,,Cahs,Pending,Third-Party,,3,VIP guest,Agent B,FALSE,BKG34223,,Single,NEW50,10
ORD101512,CUST63492,Priya Singh,priya883@example.com,9.1745E+11,Space Riders,,,19-03-2024,15:45,12-03-2024,VIP,0,161.78,-5,,Cahs,Failed,Third-Party,,-1,Cancelled,Agent C,FALSE,BKG26915,Screen 3,,save10,100
ORD107936,CUST71663,,user136@example.com,9.17563E+11,The Silent Echo,Cinepolis Plaza,Delhi,25-05-2020,22:00,25-04-2020,,4,1188.82,,4755.28,Card,Paid,third party,"A20,C14,A20,A4",1,,Agent C,FALSE,BKG76008,Screen 1,Single,save10,200
ORD103588,CUST6709,Sangeetha K,sangeetha605@example.com,,House of Tricks,Cinepolis Plaza,Kolkata,24-08-2020,20:00,06-08-2020,Balcony,4,1138.91,15,3852.31,Online,Failed,third party,"B18,B13,B18,B24",2,Late arrival,Agent C,TRUE,BKG30682,Screen 2,Family,NEW50,
ORD107157,CUST6256,Sangeetha K,sangeetha671@example.com,9.17671E+11,Ocean's Whisper,,Mumbai,04-10-2023,10:30,16-09-2023,Premium,2,1175.57,15,1978.47,card,Failed,Third-Party,"A19,C2",6,Cancelled,,,BKG18060,,Family,FREESNACK,
ORD106240,CUST8755,Ravi Kumar,ravi260@example.com,9.17144E+11,House of Tricks,Grand Theatre,Delhi,05-05-2022,17:30,27-04-2022,premium ,0,314.56,50,,Card,Pending,,,-1,,,FALSE,BKG31435,Screen 1,Family,FREESNACK,10
ORD102435,CUST29852,Ravi Kumar,ravi173@example.com,9.17712E+11,Final Alarm,Cinepolis Plaza,Hyderabad,02-07-2019,11:45,27-06-2019,VIP,0,1284.71,5,,Cahs,Pending,Third-Party,,4,,Agent C,TRUE,BKG63378,Screen 1,,FREESNACK,
ORD105824,CUST89984,,user947@example.com,98765 43210,The Last Frontier,PVR Phoenix,Delhi,29-06-2021,10:15,14-06-2021,Reguler,2,1124.9,0,2229.8,Cash,,online,"B28,A6",3,Late arrival,Agent A,TRUE,BKG79429,,,,
ORD100982,CUST47704,Ravi Kumar,ravi156example.com,12345,Ocean's Whisper,Inox Mall,Ahmedabad,20-11-2020,10:45,15-11-2020,premium ,4,277.42,0,1109.69,Cash,Pending,Third-Party,"C10,A18,A6,C11",,,,FALSE,BKG69686,Screen 2,Family,save10,100
ORD100200,CUST71851,,user547@example.com,,The Last Frontier,PVR Phoenix,Hyderabad,18-08-2019,14:00,06-08-2019,,-1,673.79,-5,,,Pending,,,4,,Agent A,FALSE,BKG12498,,Single,FREESNACK,200
ORD103565,CUST68631,Ravi Kumar,ravi232@example.com,,The Silent Echo,PVR Phoenix,Mumbai,27-01-2024,20:30,18-01-2024,Balcony,2,1134.41,10,2041.94,UPI,Failed,,"B26,A4",-1,Late arrival,,FALSE,BKG97506,Screen 2,,FREESNACK,
ORD106772,CUST65784,Sangeetha K,sangeetha880@example.com,12345,Love & Pixels,Cinepolis Plaza,Chennai,17-11-2024,15:30,24-10-2024,VIP,0,776.42,50,,Cash,Pending,Third-Party,,6,VIP guest,Agent A,FALSE,BKG43809,,Family,,
ORD109753,CUST37936,Priya Singh,priya414@example.com,98765 43210,Final Alarm,,Bengaluru,14-07-2019,15:30,08-07-2019,,-1,881.1,,87.68,Card,Paid,Online,,,,Agent A,FALSE,BKG26031,Screen 1,Single,NEW50,
ORD106857,CUST12809,John Doe,john625@example.com,,Broken Strings,Grand Theatre,Delhi,25-04-2025,10:45,25-04-2025,Regular,1,1418.3,10,1256.47,Cash,Paid,Box Office,A23,3,,,FALSE,BKG42557,Screen 2,,FREESNACK,10
ORD104140,CUST57993,Amit Sharma,amit756@example.com,,Hidden Truths,Regal Cinema,Ahmedabad,06-06-2023,17:15,25-05-2023,Reguler,-1,1416.42,50,,,Failed,Box Office,,3,,Agent B,TRUE,BKG40492,,Single,FREESNACK,10
ORD101224,CUST35244,Priya Singh,,9.16265E+11,House of Tricks,PVR Phoenix,Kolkata,09-01-2022,11:30,28-12-2021,premium ,2,1359.38,10,2446.89,Cahs,,Online,"C12,C12",3,,Agent C,TRUE,BKG88593,Screen 3,,,200
ORD106032,CUST87313,Priya Singh,priya574@example.com,,Broken Strings,Regal Cinema,Kolkata,09-10-2022,20:15,09-09-2022,,-1,516.22,-5,,Cahs,,online,,4,VIP guest,Agent C,TRUE,BKG92825,Screen 3,,,
ORD104985,CUST96899,Ravi Kumar,ravi424@example.com,12345,Broken Strings,PVR Phoenix,Bengaluru,21-05-2020,21:00,03-05-2020,,2,0,15,0,Online,Pending,,"A2,C5",,Cancelled,Agent B,FALSE,BKG31562,Screen 3,,FREESNACK,100
ORD109790,CUST72878,Amit Sharma,amit866@example.com,12345,The Last Frontier,Inox Mall,Chennai,11-04-2021,13:00,24-03-2021,Balcony,-1,435.56,50,,Card,,Third-Party,,3,VIP guest,Agent C,TRUE,BKG25706,Screen 3,Single,save10,100
ORD103472,CUST22545,Ravi Kumar,,12345,Broken Strings,,Mumbai,30-04-2020,19:15,18-04-2020,VIP,2,790.01,-5,1669.01,UPI,Pending,online,"B25,C7",1,Cancelled,Agent A,FALSE,BKG98546,,Family,FREESNACK,200
ORD105569,CUST84310,John Doe,john693@example.com,98765 43210,Broken Strings,Regal Cinema,Mumbai,18-06-2019,22:45,01-06-2019,premium ,4,1360.21,0,5450.84,Cahs,Paid,online,"C25,B25,B4,A13",-1,VIP guest,Agent A,TRUE,BKG34785,Screen 2,Combo,save10,100
ORD103614,CUST66322,John Doe,john429@example.com,9.16057E+11,Love & Pixels,,Mumbai,20-08-2024,14:15,22-07-2024,Reguler,-1,1218.59,25,,UPI,Failed,Online,,3,,,TRUE,BKG40943,,Single,NEW50,0
ORD104467,CUST90821,Priya Singh,,12345,Ocean's Whisper,Inox Mall,Bengaluru,22-02-2024,12:15,09-02-2024,premium ,,513.15,50,,,Failed,Third-Party,,1,,,FALSE,BKG93044,Screen 3,Single,NEW50,50
ORD105364,CUST5844,Priya Singh,priya886@example.com,98765 43210,,,Kolkata,22-06-2022,19:00,21-06-2022,Balcony,1,277.35,10,259.62,Online,,third party,B5,,,Agent B,FALSE,BKG77157,Screen 2,Family,FREESNACK,50
ORD105356,CUST49318,Ravi Kumar,ravi315@example.com,,House of Tricks,Cinepolis Plaza,Pune,14-01-2024,15:45,05-01-2024,,-1,830.55,50,,,Paid,online,,2,VIP guest,Agent C,TRUE,BKG33111,,Combo,NEW50,100
ORD103344,CUST40220,,user290@example.com,12345,Final Alarm,Regal Cinema,Bengaluru,19-01-2020,17:45,09-01-2020,,1,999.09,,1009.09,Online,Paid,,A28,3,VIP guest,Agent C,TRUE,BKG69668,,Single,FREESNACK,
ORD100054,CUST31932,,user371@example.com,9.18436E+11,Hidden Truths,Inox Mall,Ahmedabad,28-02-2023,14:45,04-02-2023,Premium,,445.25,,,UPI,Pending,Online,,1,Late arrival,,TRUE,BKG83619,Screen 1,Family,,200
ORD109119,CUST87286,John Doe,john860@example.com,9.19468E+11,The Silent Echo,Regal Cinema,Pune,18-03-2025,23:30,16-03-2025,Premium,-1,1415.01,,,Online,Paid,online,,6,Late arrival,Agent C,,BKG57978,,,NEW50,100
ORD105313,CUST51514,,user776@example.com,,,Grand Theatre,Pune,13-07-2025,16:15,01-07-2025,,3,277.44,-5,883.95,,Paid,third party,"C29,B8,B23",5,,Agent A,TRUE,BKG21683,Screen 3,,NEW50,0
ORD105718,CUST77954,,,9.16552E+11,Final Alarm,,Bengaluru,25-08-2024,13:00,02-08-2024,Regular,0,296.05,15,,Cahs,Paid,,,6,Late arrival,,TRUE,BKG71770,Screen 1,Single,,
ORD101086,CUST28344,,user92@example.com,9.18558E+11,Hidden Truths,Cinepolis Plaza,Chennai,24-03-2025,09:30,19-03-2025,premium ,0,103.38,15,,card,Paid,,,-1,Cancelled,Agent A,,BKG14346,Screen 1,Single,NEW50,0
ORD102712,CUST99341,,user690@example.com,,Hidden Truths,Cinepolis Plaza,Ahmedabad,28-07-2019,16:00,21-07-2019,Reguler,1,125.19,-5,111.45,UPI,Pending,online,C5,5,VIP guest,Agent A,FALSE,BKG35119,Screen 3,Single,save10,
ORD101390,CUST34797,Amit Sharma,amit164@example.com,9.18143E+11,Love & Pixels,Cinepolis Plaza,,04-04-2025,22:00,23-03-2025,Reguler,1,1494.74,-5,1549.48,,Failed,Third-Party,B2,3,Cancelled,,TRUE,BKG52742,Screen 1,Family,,200
ORD101534,CUST98575,,user549@example.com,9.17668E+11,,Inox Mall,Chennai,29-09-2022,13:45,25-09-2022,VIP,1,852.7,50,426.35,Card,,Online,A8,1,,Agent C,,BKG89208,Screen 2,,,200
ORD107005,CUST71355,John Doe,john957example.com,,The Last Frontier,Grand Theatre,Pune,30-07-2023,15:15,16-07-2023,Premium,-1,1154,,,card,Pending,Third-Party,,4,,Agent A,TRUE,BKG36215,Screen 3,Family,FREESNACK,200
ORD108108,CUST79727,Sangeetha K,sangeetha146@example.com,12345,Final Alarm,,,31-12-2019,10:00,31-12-2019,Premium,2,544.99,-5,1124.47,,Failed,third party,"B4,A3",,Cancelled,,,BKG53646,Screen 1,Family,save10,0
ORD103526,CUST73824,Sangeetha K,sangeetha601@example.com,9.17415E+11,House of Tricks,Regal Cinema,Kolkata,28-07-2022,22:45,21-07-2022,VIP,2,424.46,50,424.46,Cash,Paid,Online,"A26,A28",2,,Agent A,FALSE,BKG64684,Screen 2,Single,FREESNACK,
ORD103223,CUST70965,Sangeetha K,sangeetha257@example.com,98765 43210,Hidden Truths,Cinepolis Plaza,,07-09-2021,09:15,08-08-2021,Regular,-1,367.45,-5,,Online,Failed,,,4,,Agent C,FALSE,BKG83116,,Combo,NEW50,0
ORD106498,CUST13987,John Doe,john754@example.com,12345,Love & Pixels,PVR Phoenix,Ahmedabad,28-07-2022,20:30,13-07-2022,Reguler,3,545.77,5,1535.43,Online,Paid,Online,"C22,C2,C22",2,VIP guest,Agent B,FALSE,BKG52181,Screen 1,Combo,,0
ORD101627,CUST36763,Amit Sharma,amit174@example.com,9.1628E+11,,Regal Cinema,Ahmedabad,10-03-2025,23:45,28-02-2025,Reguler,4,1434.28,25,4312.83,UPI,Paid,Online,"C27,A21,B12,A29",2,Cancelled,Agent C,,BKG44143,,Single,save10,
ORD103645,CUST85911,,,98765 43210,Space Riders,Inox Mall,Kolkata,19-01-2022,18:45,25-12-2021,,3,232.06,50,358.08,Online,,,"C2,B26,A19",2,Cancelled,Agent A,FALSE,BKG79865,Screen 3,,NEW50,100
ORD104930,CUST95308,Priya Singh,priya841@example.com,9.18318E+11,,Regal Cinema,Bengaluru,29-01-2020,09:15,02-01-2020,,4,673.07,-5,2836.89,Cash,Failed,,"C17,A20,C27,C15",1,VIP guest,Agent B,TRUE,BKG58026,Screen 3,Single,save10,200
ORD100022,CUST98771,Ravi Kumar,ravi720@example.com,12345,Midnight Sonata,PVR Phoenix,Chennai,16-07-2022,10:15,10-07-2022,premium ,3,1216.4,25,2736.89,,Pending,Third-Party,"A12,A10,A23",3,VIP guest,Agent A,TRUE,BKG26551,,Single,NEW50,100
ORD104189,CUST29679,Priya Singh,priya576@example.com,9.16158E+11,House of Tricks,PVR Phoenix,Mumbai,07-03-2022,16:45,14-02-2022,Reguler,2,591.95,0,1183.91,Online,Failed,Box Office,"A15,B17",1,,Agent A,TRUE,BKG75672,,Family,save10,200
ORD108885,CUST93406,Amit Sharma,amit631@example.com,,Space Riders,Cinepolis Plaza,,03-02-2021,11:30,27-01-2021,Regular,-1,717.61,10,,,Failed,online,,6,VIP guest,,FALSE,BKG41624,,Combo,save10,100
ORD105797,CUST64767,Amit Sharma,amit762@example.com,,Space Riders,Inox Mall,Chennai,03-05-2020,11:45,19-04-2020,Reguler,3,927.16,,2791.47,Online,,third party,"C7,A16,C13",,VIP guest,,,BKG50853,,Family,,0
ORD106075,CUST58974,Sangeetha K,sangeetha903@example.com,9.17623E+11,Ocean's Whisper,,Bengaluru,20-01-2022,10:00,07-01-2022,Balcony,2,1402.07,,2814.14,Cahs,Paid,online,"A27,A16",2,Late arrival,Agent C,FALSE,BKG92150,Screen 3,,save10,10
ORD105253,CUST98026,Sangeetha K,sangeetha261example.com,12345,Ocean's Whisper,Cinepolis Plaza,Ahmedabad,26-11-2024,23:15,13-11-2024,Reguler,-1,1061.95,10,751.81,Online,Pending,Online,,3,VIP guest,Agent B,TRUE,BKG58542,Screen 3,Family,save10,50
ORD104511,CUST86544,Sangeetha K,,12345,Final Alarm,Inox Mall,Mumbai,23-11-2019,09:15,08-11-2019,,0,1142.19,5,,Cash,Failed,Online,,4,,,TRUE,BKG56229,Screen 1,Family,save10,50
ORD101461,CUST47609,Sangeetha K,sangeetha921@example.com,12345,The Last Frontier,,Delhi,06-06-2022,12:15,26-05-2022,Regular,,570.83,10,,Card,Paid,Box Office,,,VIP guest,Agent A,,BKG98628,Screen 2,Family,,0
ORD100666,CUST88158,,user302@example.com,9.18446E+11,Final Alarm,Regal Cinema,Mumbai,29-04-2020,17:45,24-04-2020,Balcony,0,0,0,,,Pending,online,,,,Agent A,FALSE,BKG48748,Screen 3,Family,FREESNACK,100
ORD102402,CUST89753,John Doe,john8@example.com,98765 43210,Midnight Sonata,,Mumbai,12-06-2021,15:00,05-06-2021,premium ,4,1073.88,0,4305.5,,,,"B10,B29,C28,A1",2,,Agent A,FALSE,BKG82912,Screen 1,,save10,50
ORD109660,CUST4861,Sangeetha K,sangeetha49@example.com,,House of Tricks,Regal Cinema,Bengaluru,01-02-2023,10:45,16-01-2023,Premium,1,,-5,,Card,Pending,Online,B27,1,Late arrival,,FALSE,BKG57742,Screen 3,Family,,100
ORD108846,CUST29120,Priya Singh,priya712@example.com,12345,House of Tricks,Inox Mall,Hyderabad,31-12-2023,13:45,26-12-2023,Reguler,-1,200.53,-5,,Cash,Pending,,,2,Cancelled,,,BKG28587,Screen 2,,save10,100
ORD101221,CUST75558,Priya Singh,priya920@example.com,,Final Alarm,Inox Mall,Kolkata,21-08-2022,20:15,19-08-2022,Reguler,1,888.63,25,676.48,UPI,Pending,,B18,6,Late arrival,Agent C,FALSE,BKG93321,Screen 1,Family,save10,
ORD102605,CUST83149,Sangeetha K,sangeetha772@example.com,12345,,Inox Mall,Ahmedabad,12-11-2019,09:00,06-11-2019,premium ,4,,,,card,,third party,"C18,A25,B19,B23",,Cancelled,Agent A,FALSE,BKG54461,Screen 3,Single,,0
ORD103812,CUST62716,,user212@example.com,12345,Midnight Sonata,Regal Cinema,Pune,27-05-2021,23:15,17-05-2021,Balcony,2,196.24,15,343.61,Cahs,Pending,,"C27,B24",3,Cancelled,,FALSE,BKG10814,Screen 2,Single,,
ORD106473,CUST15564,,user445@example.com,12345,Midnight Sonata,Cinepolis Plaza,Hyderabad,13-01-2020,20:30,24-12-2019,,4,655.51,5,2490.92,card,Failed,Box Office,"B12,B16,B8,A27",6,,Agent C,FALSE,BKG99721,Screen 1,Family,,10
ORD107590,CUST1279,Sangeetha K,sangeetha392@example.com,12345,Space Riders,Grand Theatre,Mumbai,13-11-2023,13:15,06-11-2023,,2,1356.59,25,2044.89,Card,Pending,Box Office,"C28,C20",,,,FALSE,BKG42643,Screen 1,,FREESNACK,10
ORD103818,CUST28340,Ravi Kumar,ravi27@example.com,9.19154E+11,Hidden Truths,PVR Phoenix,Delhi,13-02-2023,21:30,16-01-2023,premium ,3,906.59,-5,2865.76,Online,Failed,third party,"C12,B9,A27",2,Late arrival,Agent A,FALSE,BKG99029,Screen 3,Combo,save10,50
ORD105058,CUST60006,Ravi Kumar,ravi472@example.com,,House of Tricks,,Pune,30-06-2024,18:00,20-06-2024,Reguler,,1044.26,50,2333.03,UPI,Paid,Online,,2,Late arrival,,,BKG83475,Screen 2,,,200
ORD103632,CUST33434,,user217@example.com,98765 43210,House of Tricks,Cinepolis Plaza,Chennai,13-10-2023,21:15,25-09-2023,Premium,-1,966.01,25,,Card,Paid,Box Office,,-1,Cancelled,Agent C,TRUE,BKG26950,Screen 1,Family,NEW50,10
ORD106159,CUST75724,Ravi Kumar,ravi912@example.com,,Hidden Truths,Regal Cinema,Bengaluru,10-07-2025,16:30,27-06-2025,Regular,,892.45,0,,UPI,,Third-Party,,4,,Agent B,TRUE,BKG57840,Screen 2,Family,FREESNACK,100
ORD101776,CUST27051,,user236@example.com,,The Last Frontier,Cinepolis Plaza,Delhi,21-02-2019,19:30,06-02-2019,Regular,-1,1337.71,0,,card,Pending,Online,,4,,Agent A,,BKG32636,Screen 3,Single,,200
ORD101051,CUST99932,Priya Singh,priya448@example.com,98765 43210,The Last Frontier,Inox Mall,Bengaluru,13-05-2023,19:30,02-05-2023,VIP,4,1449.48,15,4928.22,card,Paid,online,"B25,A24,B8,B3",6,,Agent C,FALSE,BKG45620,,,save10,10
ORD101977,CUST61219,John Doe,john813@example.com,9.16563E+11,,Regal Cinema,Mumbai,29-07-2024,16:45,26-07-2024,Premium,3,1027.1,5,2937.23,Online,Failed,Online,"A18,C1,A29",1,Late arrival,Agent B,FALSE,BKG48559,,,NEW50,200
ORD109138,CUST55038,Sangeetha K,sangeetha777@example.com,,Midnight Sonata,Inox Mall,Hyderabad,25-12-2020,10:30,15-12-2020,Balcony,0,1462.13,0,,Cahs,Paid,Online,,4,Cancelled,Agent A,TRUE,BKG60949,Screen 2,Combo,FREESNACK,
ORD100618,CUST61240,John Doe,john599@example.com,98765 43210,Space Riders,PVR Phoenix,Mumbai,25-10-2020,18:00,12-10-2020,,-1,567.76,5,,Online,Paid,Box Office,,4,,Agent A,,BKG80937,Screen 3,Single,save10,50
ORD101599,CUST13471,Amit Sharma,amit864@example.com,9.18077E+11,House of Tricks,Inox Mall,Bengaluru,21-02-2023,23:15,14-02-2023,Premium,2,316,5,610.41,Cash,Pending,Online,"B29,A14",6,,,,BKG64174,,Single,save10,
ORD109338,CUST46985,Ravi Kumar,ravi444@example.com,98765 43210,Midnight Sonata,Inox Mall,Chennai,31-10-2021,09:15,03-10-2021,,3,1377.84,-5,4350.21,card,Pending,third party,"A4,A24,C19",1,Late arrival,,FALSE,BKG92798,Screen 2,,FREESNACK,50
ORD105897,CUST31802,Sangeetha K,sangeetha8@example.com,98765 43210,House of Tricks,PVR Phoenix,Bengaluru,16-07-2019,09:00,23-06-2019,,-1,887.92,25,,UPI,,Box Office,,5,Late arrival,,,BKG66660,Screen 1,Combo,,50
ORD102345,CUST42545,,user414@example.com,,Midnight Sonata,Cinepolis Plaza,Hyderabad,25-02-2024,22:00,25-02-2024,premium ,,-50,,,UPI,Paid,Box Office,,6,VIP guest,,FALSE,BKG20064,Screen 3,,,0
ORD105594,CUST38516,,user535@example.com,,House of Tricks,Regal Cinema,Ahmedabad,25-03-2022,09:00,17-03-2022,,0,795.97,5,,card,,,,-1,,Agent B,,BKG25636,Screen 3,,FREESNACK,0
ORD106573,CUST96753,Sangeetha K,sangeetha935@example.com,,Midnight Sonata,,Chennai,01-09-2021,16:00,12-08-2021,Reguler,,1112.02,15,,UPI,Failed,Third-Party,,3,VIP guest,Agent C,TRUE,BKG94532,Screen 3,Combo,,50
ORD108763,CUST71317,Amit Sharma,amit160@example.com,,Final Alarm,Cinepolis Plaza,Ahmedabad,28-10-2021,19:15,19-10-2021,,4,105.88,50,211.77,Card,,Box Office,"C8,C25,C18,C17",3,,Agent B,FALSE,BKG70780,Screen 2,Single,NEW50,100
ORD107356,CUST72494,,user831@example.com,12345,Love & Pixels,Inox Mall,Mumbai,15-12-2020,21:15,07-12-2020,Balcony,3,1095.55,0,3296.64,UPI,Failed,Online,"C15,A5,B18",,Late arrival,Agent B,TRUE,BKG45762,Screen 2,,,
ORD106180,CUST18062,Ravi Kumar,ravi496@example.com,98765 43210,The Silent Echo,Regal Cinema,Chennai,23-07-2021,10:30,10-07-2021,Balcony,0,1107.26,50,,Card,Pending,Third-Party,,6,Cancelled,Agent B,FALSE,BKG47917,Screen 2,Single,FREESNACK,0
